"","RTENO","X.1","X","AOU","RTENO_AOU","MEANSpeciesTotal","MEANLogSpeciesTotal","SDDiffLogSpeciesTotal_shift","SDDiffBreeding_tmean_shift","SDDiffWinter_tmean_shift","SDDiffAnnual_tmean_shift","SDDiffLogSumBreeding_ppt_shift","SDDiffLogSumWinter_ppt_shift","SDDiffLogSumAnnual_ppt_shift","MeanBreeding_tmeanConsec_shift","MeanWinter_tmeanConsec_shift","MeanAnnual_tmeanConsec_shift","MeanLogSumBreeding_pptConsec_shift","MeanLogSumWinter_pptConsec_shift","MeanLogSumAnnual_pptConsec_shift","RTENO_Years","Years_sp.present","Included_in_BBS_migrant_list","Included_in_nonmigrants_Barnagaud","PermanentResidentSauer","StateNum","Route","Proportion_present","No.ofConsqYears","number.of.brood.per.year.x","mean.clutch.size.x","nest.location","main.habitat","log.transformed.body.mass..grams.","maximum.lifespan..years","English_Common_Name","Passerine","NativeSynanthropic_new","NumberofTSperAOU_p1","MEANpopulation","SDpopulation","SDtemp","MEANtemp","SDppt","MEANppt","Stan_Cent_SDDiffBreeding_tmean_shift_noNA1_30","Stan_Cent_MeanBreeding_tmeanConsec_shift_noNA1_30","Stan_Cent_SDDiffLogSumBreeding_ppt_shift_noNA1_30","Stan_Cent_MeanLogSumBreeding_pptConsec_shift_noNA1_30","Stan_Cent_SDDiffWinter_tmean_shift_noNA1_30","Stan_Cent_MeanWinter_tmeanConsec_shift_noNA1_30","Stan_Cent_SDDiffLogSumWinter_ppt_shift_noNA1_30","Stan_Cent_MeanLogSumWinter_pptConsec_shift_noNA1_30","LIFESPAN","reproduction","stan_cent_reproduction","LogofSDDiffLogSpeciesTotal_shift","HABITAT","cent_MEANLogSpeciesTotal","cent_LogofSDDiffLogSpeciesTotal_shift","cent_SDDiffAnnual_tmean_shift","cent_MeanAnnual_tmeanConsec_shift","cent_SDDiffLogSumAnnual_ppt_shift","cent_MeanLogSumAnnual_pptConsec_shift","cent_maximum.lifespan..years","Latitude","Longitude","BCR","Latitude_raw","Longitude_raw"
"249",2142,109,109,2890,"2142 2890",25.89286,4.213217,0.5796746,0.8999744,1.566756,0.6027902,0.7725396,0.6851233,0.3529823,25.82949,11.45938,19.54187,8.940756,8.592504,10.74741,30,30,"YES","YES","YES",2,142,1,23,3,13,"ground","open",5.135798,6.4,"Northern Bobwhite","NO",NA,278,0.179899216858012,-0.642440691565375,-1.03926911695604,1.28250887141065,-0.23354575068467,1.22248800886393,-1.10698062992051,1.12536266739885,-0.0509956166074664,0.857988029964212,-0.901347632572703,1.32830515493721,-0.212629489700662,0.957662809039177,-1.54011290093064,39,2.85459518401542,-0.786684823449277,0,0.185149882770871,-0.368596138869795,-0.164598504049534,5.3762869457428,-0.027960154977037,0.686548443581611,-5.62996701344836,-1.40738007205146,0.0702487921310177,27,30.370222,-87.6024375
"250",2142,2650,2650,7180,"2142 7180",17.46429,4.022563,0.9258384,0.8999744,1.566756,0.6027902,0.7725396,0.6851233,0.3529823,25.82949,11.45938,19.54187,8.940756,8.592504,10.74741,30,30,"YES","YES","YES",2,142,1,23,3,4,"tree","forest",3.044522,9.2,"Carolina Wren","YES","YES",338,-0.005348026,0.5349447,-1.039269,1.282509,-0.2335458,1.222488,-1.106981,1.125363,-0.05099562,0.857988,-0.9013476,1.328305,-0.2126295,0.9576628,-0.8064485,12,-0.05630129,-0.1111677,1,-0.005504117,0.306921,-0.1645985,5.376287,-0.02796015,0.6865484,-2.829967,-1.40738007205146,0.0702487921310177,27,30.370222,-87.6024375
"251",2142,1239,1239,5930,"2142 5930",54.60714,5.723382,0.4549833,0.8999744,1.566756,0.6027902,0.7725396,0.6851233,0.3529823,25.82949,11.45938,19.54187,8.940756,8.592504,10.74741,30,30,"NO","YES","YES",2,142,1,23,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,1.64723744446353,-1.25147635380825,-1.03926911695604,1.28250887141065,-0.23354575068467,1.22248800886393,-1.10698062992051,1.12536266739885,-0.0509956166074664,0.857988029964212,-0.901347632572703,1.32830515493721,-0.212629489700662,0.957662809039177,0.922903193941424,6,-0.703167172898469,-1.13611450221194,0,1.69531488277087,-0.718025817632458,-0.164598504049534,5.3762869457428,-0.027960154977037,0.686548443581611,3.77003298655164,-1.40738007205146,0.0702487921310177,27,30.370222,-87.6024375
"252",2205,2629,2629,7180,"2205 7180",9.636364,3.038235,0.857339,1.156643,1.927331,0.7713659,0.6910343,0.5923705,0.3993748,24.20735,6.84585,16.62668,8.473402,8.725124,10.5401,24,24,"YES","YES","YES",2,205,1,20,3,4,"tree","forest",3.044522,9.2,"Carolina Wren","YES","YES",338,-0.9617615,0.3416621,0.02511187,0.5870927,0.1539618,0.8533458,0.01920514,0.6520271,-0.1761499,0.4257626,-0.07142637,0.5060928,-0.4465415,1.116455,-0.8064485,12,-0.05630129,-0.2220623,1,-0.9898321,0.1960264,0.003977196,2.461097,0.01843235,0.4792384,-2.829967,-0.654994245781957,0.0248666629939663,27,33.6853138,-88.1671198
"253",2205,705,705,4090,"2205 4090",4.545455,1.88742,1.162832,1.156643,1.927331,0.7713659,0.6910343,0.5923705,0.3993748,24.20735,6.84585,16.62668,8.473402,8.725124,10.5401,24,24,"YES","YES","YES",2,205,1,20,1,4,"tree","forest",4.143135,12.1,"Red-bellied Woodpecker","NO",NA,410,-2.07994050115309,1.10804127613872,0.025111874185455,0.587092671729347,0.153961802496126,0.853345828898153,0.0192051359776844,0.652027101390555,-0.176149917710181,0.425762555896487,-0.0714263733808077,0.506092766807364,-0.446541549056026,1.11645482108003,-0.0465818646784318,4,-0.918789133923553,0.217642678690398,1,-2.14064711722913,0.63573136326988,0.00397719595046586,2.4610969457428,0.0184323450229629,0.479238443581611,0.0700329865516363,-0.654994245781957,0.0248666629939663,27,33.6853138,-88.1671198
"254",2205,3748,3748,7360,"2205 7360",5.954545,2.238156,1.122412,1.156643,1.927331,0.7713659,0.6910343,0.5923705,0.3993748,24.20735,6.84585,16.62668,8.473402,8.725124,10.5401,24,24,"NO","YES","YES",2,205,1,20,2,5.8,"tree","forest",2.351375,10.9,"Carolina Chickadee","YES","YES",195,-1.739151,1.019081,0.02511187,0.5870927,0.1539618,0.8533458,0.01920514,0.6520271,-0.1761499,0.4257626,-0.07142637,0.5060928,-0.4465415,1.116455,-0.3610095,11.6,-0.09942568,0.1666023,1,-1.789911,0.584691,0.003977196,2.461097,0.01843235,0.4792384,-1.129967,-0.654994245781957,0.0248666629939663,27,33.6853138,-88.1671198
"255",2205,3402,3402,7310,"2205 7310",12.81818,3.611529,0.6514535,1.156643,1.927331,0.7713659,0.6910343,0.5923705,0.3993748,24.20735,6.84585,16.62668,8.473402,8.725124,10.5401,24,24,"YES","YES","YES",2,205,1,20,2,5.5,"tree","forest",3.068053,13.3,"Tufted Titmouse","YES","YES",466,-0.4047255,-0.3488968,0.02511187,0.5870927,0.1539618,0.8533458,0.01920514,0.6520271,-0.1761499,0.4257626,-0.07142637,0.5060928,-0.4465415,1.116455,0.2678457,11,-0.1641123,-0.6182659,1,-0.4165381,-0.2001772,0.003977196,2.461097,0.01843235,0.4792384,1.270033,-0.654994245781957,0.0248666629939663,27,33.6853138,-88.1671198
"256",2205,2316,2316,7030,"2205 7030",11.40909,3.349274,0.6724607,1.156643,1.927331,0.7713659,0.6910343,0.5923705,0.3993748,24.20735,6.84585,16.62668,8.473402,8.725124,10.5401,24,24,"YES","YES","YES",2,205,1,20,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,-0.6595432,-0.2690914,0.02511187,0.5870927,0.1539618,0.8533458,0.01920514,0.6520271,-0.1761499,0.4257626,-0.07142637,0.5060928,-0.4465415,1.116455,-1.120876,12,-0.05630129,-0.5724781,0,-0.6787931,-0.1543894,0.003977196,2.461097,0.01843235,0.4792384,-4.029967,-0.654994245781957,0.0248666629939663,27,33.6853138,-88.1671198
"257",2205,1665,1665,5930,"2205 5930",26.95455,4.692271,0.4930828,1.156643,1.927331,0.7713659,0.6910343,0.5923705,0.3993748,24.20735,6.84585,16.62668,8.473402,8.725124,10.5401,24,24,"NO","YES","YES",2,205,1,20,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,0.645367723469762,-1.04926575373295,0.025111874185455,0.587092671729347,0.153961802496126,0.853345828898153,0.0192051359776844,0.652027101390555,-0.176149917710181,0.425762555896487,-0.0714263733808077,0.506092766807364,-0.446541549056026,1.11645482108003,0.922903193941424,6,-0.703167172898469,-1.02009816609516,0,0.66420388277087,-0.602009481515678,0.00397719595046586,2.4610969457428,0.0184323450229629,0.479238443581611,3.77003298655164,-0.654994245781957,0.0248666629939663,27,33.6853138,-88.1671198
"258",2211,759,759,4090,"2211 4090",13.91304,3.530979,0.8417288,1.175414,1.939019,0.7335076,0.9687582,0.5746571,0.4193371,25.4532,9.410091,18.49348,8.343323,8.523754,10.39674,24,24,"YES","YES","YES",2,211,1,22,1,4,"tree","forest",4.143135,12.1,"Red-bellied Woodpecker","NO",NA,410,-0.48299119427265,0.295456262069351,-0.213924089342694,1.03241629096687,0.320703022065258,0.598074867922352,0.101566722130704,1.01556237880892,0.250305056432855,0.305460905667205,-0.0445245646657416,0.963085723686471,-0.491212738197328,0.875345279045148,-0.0465818646784318,4,-0.918789133923553,-0.248572614468568,1,-0.49708811722913,0.169516070110914,-0.0338811040495341,4.32789694574281,0.038394645022963,0.33587844358161,0.0700329865516363,-0.927168783813936,0.153241862595294,27,32.4860839,-86.5697685
"259",2211,1568,1568,5930,"2211 5930",63.52174,5.688451,0.6822735,1.175414,1.939019,0.7335076,0.9687582,0.5746571,0.4193371,25.4532,9.410091,18.49348,8.343323,8.523754,10.39674,24,24,"NO","YES","YES",2,211,1,22,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,1.61329705276561,-0.232663612940315,-0.213924089342694,1.03241629096687,0.320703022065258,0.598074867922352,0.101566722130704,1.01556237880892,0.250305056432855,0.305460905667205,-0.0445245646657416,0.963085723686471,-0.491212738197328,0.875345279045148,0.922903193941424,6,-0.703167172898469,-0.551577912827189,0,1.66038388277087,-0.133489228247707,-0.0338811040495341,4.32789694574281,0.038394645022963,0.33587844358161,3.77003298655164,-0.927168783813936,0.153241862595294,27,32.4860839,-86.5697685
"260",2211,2567,2567,7030,"2211 7030",43,5.32136,0.6025706,1.175414,1.939019,0.7335076,0.9687582,0.5746571,0.4193371,25.4532,9.410091,18.49348,8.343323,8.523754,10.39674,24,24,"YES","YES","YES",2,211,1,22,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,1.256616,-0.545033,-0.2139241,1.032416,0.320703,0.5980749,0.1015667,1.015562,0.2503051,0.3054609,-0.04452456,0.9630857,-0.4912127,0.8753453,-1.120876,12,-0.05630129,-0.7307978,0,1.293293,-0.3127091,-0.0338811,4.327897,0.03839465,0.3358784,-4.029967,-0.927168783813936,0.153241862595294,27,32.4860839,-86.5697685
"261",2214,2912,2912,7180,"2214 7180",29.08696,4.835381,0.2924472,1.083971,1.771973,0.642499,0.7360918,0.5251777,0.3155997,25.13111,9.982559,18.55541,8.635894,8.501559,10.50654,23,23,"YES","YES","YES",2,214,1,21,3,4,"tree","forest",3.044522,9.2,"Carolina Wren","YES","YES",338,0.7844193,-2.362839,-0.7885492,1.04719,-0.5457954,0.7935879,-0.2996581,0.9215775,-0.1069625,0.5760409,-0.4290078,1.06511,-0.6159942,0.8487702,-0.8064485,12,-0.05630129,-1.773752,1,0.8073139,-1.355663,-0.1248897,4.389827,-0.06534275,0.4456784,-2.829967,-1.09514549123822,0.0675373198116663,27,31.7459607,-87.6361759
"262",2214,844,844,4090,"2214 4090",15.73913,3.924166,0.6097419,1.083971,1.771973,0.642499,0.7360918,0.5251777,0.3155997,25.13111,9.982559,18.55541,8.635894,8.501559,10.50654,23,23,"YES","YES","YES",2,214,1,21,1,4,"tree","forest",4.143135,12.1,"Red-bellied Woodpecker","NO",NA,410,-0.100954585228253,-0.515283850647806,-0.788549162057207,1.04718964201647,-0.545795356925687,0.793587922575971,-0.299658067309954,0.921577486965056,-0.106962516130952,0.576040892515437,-0.42900775585473,1.06510961459168,-0.615994182527502,0.848770186998348,-0.0465818646784318,4,-0.918789133923553,-0.713729406945772,1,-0.10390111722913,-0.29564072236629,-0.124889704049534,4.3898269457428,-0.0653427549770371,0.44567844358161,0.0700329865516363,-1.09514549123822,0.0675373198116663,27,31.7459607,-87.6361759
"263",2214,255,255,2890,"2214 2890",7.26087,2.656527,1.275006,1.083971,1.771973,0.642499,0.7360918,0.5251777,0.3155997,25.13111,9.982559,18.55541,8.635894,8.501559,10.50654,23,23,"YES","YES","YES",2,214,1,21,3,13,"ground","open",5.135798,6.4,"Northern Bobwhite","NO",NA,278,-1.33264460817517,1.33961047030668,-0.788549162057207,1.04718964201647,-0.545795356925687,0.793587922575971,-0.299658067309954,0.921577486965056,-0.106962516130952,0.576040892515437,-0.42900775585473,1.06510961459168,-0.615994182527502,0.848770186998348,-1.54011290093064,39,2.85459518401542,0.350504036221293,0,-1.37154011722913,0.768592720800775,-0.124889704049534,4.3898269457428,-0.0653427549770371,0.44567844358161,-5.62996701344836,-1.09514549123822,0.0675373198116663,27,31.7459607,-87.6361759
"264",2214,3167,3167,7310,"2214 7310",9.73913,3.158243,0.7993943,1.083971,1.771973,0.642499,0.7360918,0.5251777,0.3155997,25.13111,9.982559,18.55541,8.635894,8.501559,10.50654,23,23,"YES","YES","YES",2,214,1,21,2,5.5,"tree","forest",3.068053,13.3,"Tufted Titmouse","YES","YES",466,-0.8451568,0.1656976,-0.7885492,1.04719,-0.5457954,0.7935879,-0.2996581,0.9215775,-0.1069625,0.5760409,-0.4290078,1.06511,-0.6159942,0.8487702,0.2678457,11,-0.1641123,-0.3230208,1,-0.8698241,0.09506788,-0.1248897,4.389827,-0.06534275,0.4456784,1.270033,-1.09514549123822,0.0675373198116663,27,31.7459607,-87.6361759
"265",2214,1887,1887,5930,"2214 5930",42.17391,5.372073,0.416177,1.083971,1.771973,0.642499,0.7360918,0.5251777,0.3155997,25.13111,9.982559,18.55541,8.635894,8.501559,10.50654,23,23,"NO","YES","YES",2,214,1,21,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,1.30589121712952,-1.47564624735217,-0.788549162057207,1.04718964201647,-0.545795356925687,0.793587922575971,-0.299658067309954,0.921577486965056,-0.106962516130952,0.576040892515437,-0.42900775585473,1.06510961459168,-0.615994182527502,0.848770186998348,0.922903193941424,6,-0.703167172898469,-1.26473085807655,0,1.34400588277087,-0.846642173497068,-0.124889704049534,4.3898269457428,-0.0653427549770371,0.44567844358161,3.77003298655164,-1.09514549123822,0.0675373198116663,27,31.7459607,-87.6361759
"266",2214,2545,2545,7030,"2214 7030",15.13043,3.816767,0.772638,1.083971,1.771973,0.642499,0.7360918,0.5251777,0.3155997,25.13111,9.982559,18.55541,8.635894,8.501559,10.50654,23,23,"YES","YES","YES",2,214,1,21,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,-0.2053079,0.08009362,-0.7885492,1.04719,-0.5457954,0.7935879,-0.2996581,0.9215775,-0.1069625,0.5760409,-0.4290078,1.06511,-0.6159942,0.8487702,-1.120876,12,-0.05630129,-0.3721355,0,-0.2113001,0.04595318,-0.1248897,4.389827,-0.06534275,0.4456784,-4.029967,-1.09514549123822,0.0675373198116663,27,31.7459607,-87.6361759
"267",2214,3826,3826,7360,"2214 7360",4.652174,1.88755,1.306988,1.083971,1.771973,0.642499,0.7360918,0.5251777,0.3155997,25.13111,9.982559,18.55541,8.635894,8.501559,10.50654,23,23,"NO","YES","YES",2,214,1,21,2,5.8,"tree","forest",2.351375,10.9,"Carolina Chickadee","YES","YES",195,-2.079814,1.401906,-0.7885492,1.04719,-0.5457954,0.7935879,-0.2996581,0.9215775,-0.1069625,0.5760409,-0.4290078,1.06511,-0.6159942,0.8487702,-0.3610095,11.6,-0.09942568,0.3862459,1,-2.140517,0.8043346,-0.1248897,4.389827,-0.06534275,0.4456784,-1.129967,-1.09514549123822,0.0675373198116663,27,31.7459607,-87.6361759
"268",2218,2858,2858,7180,"2218 7180",18,4.042452,0.8416933,0.931403,1.70903,0.5687311,0.783542,0.7827402,0.362552,25.83948,11.23351,19.49159,8.952577,8.52031,10.79075,23,23,"YES","YES","YES",2,218,1,20,3,4,"tree","forest",3.044522,9.2,"Carolina Wren","YES","YES",338,0.01397694,0.2953501,-1.254317,1.270515,-0.1536119,1.29966,-0.9690812,1.128278,-0.03410104,0.8689205,-0.5738812,1.288051,0.03354928,0.8712216,-0.8064485,12,-0.05630129,-0.2486335,1,0.01438488,0.1694552,-0.1986576,5.326007,-0.01839045,0.7298884,-2.829967,-1.30904585417743,0.0674359281191702,27,30.803493,-87.6374375
"269",2218,2105,2105,7030,"2218 7030",49.31818,5.589553,0.2847361,0.931403,1.70903,0.5687311,0.783542,0.7827402,0.362552,25.83948,11.23351,19.49159,8.952577,8.52031,10.79075,23,23,"YES","YES","YES",2,218,1,20,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,1.517204,-2.430031,-1.254317,1.270515,-0.1536119,1.29966,-0.9690812,1.128278,-0.03410104,0.8689205,-0.5738812,1.288051,0.03354928,0.8712216,-1.120876,12,-0.05630129,-1.812303,0,1.561486,-1.394214,-0.1986576,5.326007,-0.01839045,0.7298884,-4.029967,-1.30904585417743,0.0674359281191702,27,30.803493,-87.6374375
"270",2218,146,146,2890,"2218 2890",19.40909,3.941576,0.960422,0.931403,1.70903,0.5687311,0.783542,0.7827402,0.362552,25.83948,11.23351,19.49159,8.952577,8.52031,10.79075,23,23,"YES","YES","YES",2,218,1,20,3,13,"ground","open",5.135798,6.4,"Northern Bobwhite","NO",NA,278,-0.084038315454677,0.627160217900881,-1.25431706642555,1.27051461837054,-0.153611902936127,1.2996604659558,-0.969081245414154,1.12827771930832,-0.0341010381879953,0.868920507976498,-0.573881176966331,1.28805113857514,0.0335492791007826,0.871221619797156,-1.54011290093064,39,2.85459518401542,-0.0582596437061871,0,-0.0864911172291296,0.359829040873295,-0.198657604049534,5.3260069457428,-0.0183904549770371,0.72988844358161,-5.62996701344836,-1.30904585417743,0.0674359281191702,27,30.803493,-87.6374375
"271",2218,766,766,4090,"2218 4090",10.86364,3.270123,1.005182,0.931403,1.70903,0.5687311,0.783542,0.7827402,0.362552,25.83948,11.23351,19.49159,8.952577,8.52031,10.79075,23,23,"YES","YES","YES",2,218,1,20,1,4,"tree","forest",4.143135,12.1,"Red-bellied Woodpecker","NO",NA,410,-0.736449578422902,0.741699889147316,-1.25431706642555,1.27051461837054,-0.153611902936127,1.2996604659558,-0.969081245414154,1.12827771930832,-0.0341010381879953,0.868920507976498,-0.573881176966331,1.28805113857514,0.0335492791007826,0.871221619797156,-0.0465818646784318,4,-0.918789133923553,0.00745674192686234,1,-0.75794411722913,0.425545426506344,-0.198657604049534,5.3260069457428,-0.0183904549770371,0.72988844358161,0.0700329865516363,-1.30904585417743,0.0674359281191702,27,30.803493,-87.6374375
"272",2218,1101,1101,4900,"2218 4900",12.63636,3.379672,1.046961,0.931403,1.70903,0.5687311,0.783542,0.7827402,0.362552,25.83948,11.23351,19.49159,8.952577,8.52031,10.79075,23,23,"NO","NO","YES",2,218,1,20,1,4.5,"tree","riparian_wetlands",5.63479,14.5,"Fish Crow","YES","NO",35,-0.630007278743094,0.844099248484127,-1.25431706642555,1.27051461837054,-0.153611902936127,1.2996604659558,-0.969081245414154,1.12827771930832,-0.0341010381879953,0.868920507976498,-0.573881176966331,1.28805113857514,0.0335492791007826,0.871221619797156,0.582273308480393,4.5,-0.864883643667282,0.0662077019109963,0,-0.64839511722913,0.484296386490478,-0.198657604049534,5.3260069457428,-0.0183904549770371,0.72988844358161,2.47003298655164,-1.30904585417743,0.0674359281191702,27,30.803493,-87.6374375
"273",2218,1579,1579,5930,"2218 5930",48.68182,5.561552,0.4927124,0.931403,1.70903,0.5687311,0.783542,0.7827402,0.362552,25.83948,11.23351,19.49159,8.952577,8.52031,10.79075,23,23,"NO","YES","YES",2,218,1,20,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,1.4899967817721,-1.0511551000398,-1.25431706642555,1.27051461837054,-0.153611902936127,1.2996604659558,-0.969081245414154,1.12827771930832,-0.0341010381879953,0.868920507976498,-0.573881176966331,1.28805113857514,0.0335492791007826,0.871221619797156,0.922903193941424,6,-0.703167172898469,-1.02118231474651,0,1.53348488277087,-0.603093630167028,-0.198657604049534,5.3260069457428,-0.0183904549770371,0.72988844358161,3.77003298655164,-1.30904585417743,0.0674359281191702,27,30.803493,-87.6374375
"274",6029,2205,2205,7030,"6029 7030",29.53571,4.474324,1.109943,1.398682,1.33251,0.5336366,1.159351,1.558439,0.3215632,24.41578,7.568635,16.85216,6.115682,5.95948,8.181716,33,33,"YES","YES","YES",6,29,1,21,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,0.4336015,0.9909905,-1.475902,0.6408807,-0.4959834,-3.346061,1.081201,0.7128463,0.5429671,-1.75474,-1.440502,0.6349058,1.989774,-2.194978,-1.120876,12,-0.05630129,0.1504856,0,0.4462569,0.5685743,-0.2337521,2.686577,-0.05937925,-1.879146,-4.029967,-0.924081295768082,-1.67649213341966,34,32.4996877,-109.3368449
"275",6031,2917,2917,7190,"6031 7190",52.61765,5.619739,0.5828156,1.104226,1.616503,0.5842294,1.042304,1.705064,0.4494563,23.24758,9.139078,16.8059,6.916818,6.359309,9.014939,35,35,"YES","NO","YES",6,31,1,30,3,6,"shrub","shrub",2.302585,8,"Bewick's Wren","YES","NO",30,1.546534,-0.6288524,-1.156461,0.6298455,0.5722829,-1.8624,-0.2107851,0.3719691,0.3632373,-1.013821,-0.7868469,0.9147864,2.359545,-1.716244,-1.120876,18,0.5905646,-0.7788886,0,1.591672,-0.3607999,-0.1831593,2.640317,0.06851385,-1.045923,-4.029967,-1.17651250545839,-1.8153446728188,34,31.387449,-111.064564
"276",6031,2041,2041,7030,"6031 7030",24.02941,4.186138,1.217307,1.104226,1.616503,0.5842294,1.042304,1.705064,0.4494563,23.24758,9.139078,16.8059,6.916818,6.359309,9.014939,35,35,"YES","YES","YES",6,31,1,30,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,0.1535882,1.223163,-1.156461,0.6298455,0.5722829,-1.8624,-0.2107851,0.3719691,0.3632373,-1.013821,-0.7868469,0.9147864,2.359545,-1.716244,-1.120876,12,-0.05630129,0.2836931,0,0.1580709,0.7017818,-0.1831593,2.640317,0.06851385,-1.045923,-4.029967,-1.17651250545839,-1.8153446728188,34,31.387449,-111.064564
"277",6031,417,417,4070,"6031 4070",16.73529,3.765441,0.7153396,1.104226,1.616503,0.5842294,1.042304,1.705064,0.4494563,23.24758,9.139078,16.8059,6.916818,6.359309,9.014939,35,35,"NO","YES","YES",6,31,1,30,3,4.5,"tree","forest",4.382027,16,"Acorn Woodpecker","NO",NA,32,-0.255178302621178,-0.113659022466492,-1.15646134988391,0.629845456730284,0.572282857076586,-1.86239994476822,-0.21078512886611,0.371969106280523,0.363237260817601,-1.01382126563117,-0.786846924312233,0.914786428798558,2.3595454695173,-1.71624404761564,0.975307791704659,13.5,0.105415180945597,-0.483299785974361,1,-0.26262611722913,-0.0652111013948793,-0.183159304049534,2.64031694574281,0.0685138450229629,-1.04592255641839,3.97003298655164,-1.17651250545839,-1.8153446728188,34,31.387449,-111.064564
"278",6032,2924,2924,7190,"6032 7190",43.10204,5.293222,0.5057118,0.9853409,1.342456,0.5807698,0.9260412,1.63091,0.4504219,22.06632,7.479302,15.44425,6.982614,6.09862,8.785473,49,49,"YES","NO","YES",6,32,1,47,3,6,"shrub","shrub",2.302585,8,"Bewick's Wren","YES","NO",30,1.229276,-0.9856741,-1.178305,0.305025,0.5803483,-2.270994,-0.7324177,0.027281,0.1847116,-0.9529708,-1.41761,0.6189851,2.172537,-2.028379,-1.120876,18,0.5905646,-0.9836127,0,1.265155,-0.565524,-0.1866189,1.278667,0.06947945,-1.275389,-4.029967,-1.14697424736629,-1.79367669109353,34,31.5175977,-110.7949529
"279",6032,405,405,4070,"6032 4070",18.12245,3.954032,0.7613464,0.9853409,1.342456,0.5807698,0.9260412,1.63091,0.4504219,22.06632,7.479302,15.44425,6.982614,6.09862,8.785473,49,49,"NO","YES","YES",6,32,1,47,3,4.5,"tree","forest",4.382027,16,"Acorn Woodpecker","NO",NA,32,-0.0719355551847365,0.043074279968421,-1.17830514158671,0.305024958479385,0.580348326567374,-2.27099373893168,-0.732417722013004,0.027280996312851,0.184711576251754,-0.952970802616495,-1.41761009790375,0.618985081734465,2.17253747785087,-2.02837895054821,0.975307791704659,13.5,0.105415180945597,-0.393375089442337,1,-0.0740351172291294,0.0247135951371447,-0.186618904049534,1.2786669457428,0.0694794450229629,-1.27538855641839,3.97003298655164,-1.14697424736629,-1.79367669109353,34,31.5175977,-110.7949529
"280",6051,1073,1073,4860,"6051 4860",28.16,3.956989,1.925081,1.505837,1.600291,0.664653,0.937584,1.402593,0.5944093,19.70471,2.103623,11.82367,5.705086,6.254259,8.352186,25,25,"YES","YES","YES",6,51,1,23,1,5,"tree","semi_open",7.090077,21.9,"Common Raven","YES","YES",92,-0.0690624127539231,2.37564014083669,-0.648669591764759,-0.558661451065829,1.78304714777478,-3.04251709878325,1.55136494180144,-0.661829688363476,0.202435958184811,-2.13447378629652,-0.824161445435491,-0.339055695806695,1.59674785580347,-1.84202523344652,2.5212434257201,5,-0.810978153411011,0.944919150139905,0,-0.0710781172291295,1.36300783471939,-0.102735704049534,-2.3419130542572,0.213466845022963,-1.70867555641839,9.87003298655164,-0.0646621420516989,-1.97611374664406,16,36.2863797,-113.0649869
"281",6051,2325,2325,7030,"6051 7030",49.4,5.521791,0.9047431,1.505837,1.600291,0.664653,0.937584,1.402593,0.5944093,19.70471,2.103623,11.82367,5.705086,6.254259,8.352186,25,25,"YES","YES","YES",6,51,1,23,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,1.451363,0.4769881,-0.6486696,-0.5586615,1.783047,-3.042517,1.551365,-0.6618297,0.202436,-2.134474,-0.8241614,-0.3390557,1.596748,-1.842025,-1.120876,12,-0.05630129,-0.1444199,0,1.493724,0.2736688,-0.1027357,-2.341913,0.2134668,-1.708676,-4.029967,-0.0646621420516989,-1.97611374664406,16,36.2863797,-113.0649869
"282",6071,1092,1092,4860,"6071 4860",8.307692,2.9552,0.8252511,1.015752,1.48369,0.612397,1.602922,5.581802,0.6616297,25.68323,9.333617,18.46088,4.995522,6.129741,8.502461,26,26,"YES","YES","YES",6,71,1,23,1,5,"tree","semi_open",7.090077,21.9,"Common Raven","YES","YES",92,-1.04244167640704,0.245743621693133,-0.978612122468116,1.02463958752401,2.34452610941372,-2.77493308887366,-0.598982826021416,1.08268443994353,1.22408623598366,-2.79070361696319,-1.09253736928777,0.949456708557093,12.1362397489482,-1.99111634907993,2.5212434257201,5,-0.810978153411011,-0.277094938430175,0,-1.07286711722913,0.140993746149307,-0.154991704049534,4.2952969457428,0.280687245022963,-1.55840055641839,9.87003298655164,-0.624947329946554,-1.86157810319391,34,33.8177037,-111.6398389
